Precision	Recall	Confidence
1	0.0	0.9967086580786044
1	0.0	0.9982710067717278
1.0	0.00036832412523020257	0.9946410699951129
1.0	0.00036832412523020257	0.9950110404922037
1.0	0.00036832412523020257	0.9950735933580271
1.0	0.00036832412523020257	0.995202357408295
1.0	0.00036832412523020257	0.9956423451171417
1.0	0.0007366482504604051	0.9942082214130213
1.0	0.0011049723756906078	0.9913409577687704
1.0	0.0011049723756906078	0.9914651463085978
1.0	0.0011049723756906078	0.9919438406141593
1.0	0.0011049723756906078	0.9928946650867487
1.0	0.0011049723756906078	0.9934528938127405
1.0	0.0011049723756906078	0.994185425597675
0.9838709677419355	0.0014732965009208103	0.9818648811856312
0.9838709677419355	0.0014732965009208103	0.9829685209030173
0.9838709677419355	0.0014732965009208103	0.9829739333308616
0.9838709677419355	0.0014732965009208103	0.9830937530300264
0.9838709677419355	0.0014732965009208103	0.9832160906043963
0.9838709677419355	0.0014732965009208103	0.9833506910570595
0.9838709677419355	0.0014732965009208103	0.983682865485441
0.9838709677419355	0.0014732965009208103	0.9846422564407852
0.9838709677419355	0.0014732965009208103	0.9848610510338294
0.9838709677419355	0.0014732965009208103	0.9857362271842565
0.9838709677419355	0.0014732965009208103	0.9859239212545788
0.9838709677419355	0.0014732965009208103	0.9859794762043471
0.9838709677419355	0.0014732965009208103	0.9859801789336827
0.9838709677419355	0.0014732965009208103	0.9861247138725149
0.9838709677419355	0.0014732965009208103	0.9865117071626317
0.9838709677419355	0.0014732965009208103	0.9865288369435125
0.9838709677419355	0.0014732965009208103	0.9874418425446664
0.9838709677419355	0.0014732965009208103	0.9874882330269759
0.9838709677419355	0.0014732965009208103	0.9884625956183254
0.9838709677419355	0.0014732965009208103	0.9906073701880043
0.9838709677419355	0.0014732965009208103	0.9907196548868726
0.9765704584040747	0.0020160899486284774	0.9792898507889084
0.9765704584040747	0.0020160899486284774	0.9794180348173968
0.9765704584040747	0.0020160899486284774	0.9795137682980753
0.9765704584040747	0.0020160899486284774	0.9797230903979007
0.9765704584040747	0.0020160899486284774	0.9799406499549518
0.9765704584040747	0.0020160899486284774	0.9801225329533073
0.9765704584040747	0.0020160899486284774	0.9804303431232297
